id,rain_sum (mm)
0,1.499656081199646
1,0.21516311168670654
2,0.04759152978658676
3,0.27706876397132874
4,0.0
5,0.6420673131942749
6,0.16488158702850342
7,0.9329856038093567
8,0.0
9,0.11677919328212738
10,0.14526216685771942
11,0.8590219020843506
12,0.20808246731758118
13,0.0
14,0.0
15,0.9596817493438721
16,0.45793598890304565
17,1.879574179649353
18,1.9809775352478027
19,1.984322428703308
20,1.5242093801498413
21,1.4122552871704102
22,2.0656423568725586
23,0.6507857441902161
24,0.24912692606449127
25,0.46568042039871216
26,0.27286815643310547
27,0.2764793038368225
28,0.24557045102119446
29,0.3826422095298767
30,1.2235654592514038
31,0.9416576623916626
32,1.9764267206192017
33,0.364687442779541
34,2.0407490730285645
35,0.30380040407180786
36,1.0988435745239258
37,0.75116366147995
38,0.3270561695098877
39,0.6521498560905457
40,0.4258706569671631
41,6.862471580505371
42,3.190422534942627
43,3.2626073360443115
44,1.0104306936264038
45,2.561311721801758
46,2.0532002449035645
47,0.4465233087539673
48,0.7329220175743103
49,0.7159096002578735
50,2.7429521083831787
51,1.7475618124008179
52,3.1703577041625977
53,3.0506248474121094
54,0.7082318067550659
55,2.9076523780822754
56,2.2007124423980713
57,1.1842926740646362
58,0.9031766057014465
59,0.8265759348869324
60,2.7874915599823
61,2.2400729656219482
62,2.102715253829956
63,2.049095869064331
64,2.1573009490966797
65,3.0728282928466797
66,1.679551124572754
67,0.5633916854858398
68,1.4762440919876099
69,1.141629695892334
70,2.694528102874756
71,0.20608744025230408
72,1.678924798965454
73,2.4586634635925293
74,1.8624459505081177
75,1.1867034435272217
76,2.457216501235962
77,2.383437395095825
78,2.637601852416992
79,3.1667287349700928
80,1.7200026512145996
81,2.1409013271331787
82,1.37272310256958
83,1.7784113883972168
84,4.493101596832275
85,1.5083271265029907
86,2.522594690322876
87,2.4109013080596924
88,4.934128761291504
89,8.648609161376953
90,4.069380283355713
91,2.273857831954956
92,2.9103496074676514
93,10.631034851074219
94,3.5060441493988037
95,2.678293466567993
96,3.018094301223755
97,2.661301612854004
98,2.8006386756896973
99,9.768608093261719
100,12.353378295898438
101,7.500333309173584
102,11.799613952636719
103,21.02361488342285
104,9.436006546020508
105,3.490304946899414
106,2.1677587032318115
107,2.985724925994873
108,34.478919982910156
109,2.6807448863983154
110,2.216400146484375
111,5.864964008331299
112,6.068987846374512
113,5.78984260559082
114,5.773556232452393
115,12.019590377807617
116,15.799542427062988
117,2.1704070568084717
118,3.860015869140625
119,5.796258926391602
120,4.907825946807861
121,3.9485867023468018
122,9.284010887145996
123,11.268488883972168
124,10.428646087646484
125,2.1612229347229004
126,2.932992935180664
127,5.883781909942627
128,5.320544242858887
129,5.850297451019287
130,3.928006172180176
131,5.085751533508301
132,4.100627422332764
133,12.475605010986328
134,14.76755142211914
135,9.160181045532227
136,3.8675265312194824
137,3.5025901794433594
138,10.8471040725708
139,18.30750846862793
140,1.7214717864990234
141,0.6597345471382141
142,3.263424873352051
143,2.790849447250366
144,1.1565088033676147
145,5.01496696472168
146,3.415431499481201
147,3.5503408908843994
148,6.341947555541992
149,5.669270992279053
150,6.069613456726074
151,6.069599628448486
152,3.5126214027404785
153,2.540508270263672
154,3.601206064224243
155,1.764951229095459
156,3.2903733253479004
157,2.813253164291382
158,5.155136585235596
159,3.5556294918060303
160,15.336064338684082
161,19.90851593017578
162,6.413618564605713
163,4.512951850891113
164,5.017965316772461
165,10.511737823486328
166,7.506327152252197
167,11.766919136047363
168,10.395838737487793
169,19.853670120239258
170,3.4670557975769043
171,5.1579155921936035
172,1.7707232236862183
173,1.888869047164917
174,1.4666510820388794
175,3.4526028633117676
176,0.507583498954773
177,3.932542324066162
178,5.29130744934082
179,5.682931900024414
180,5.954131126403809
181,5.673907279968262
182,6.243685722351074
183,3.5562584400177
184,3.522749423980713
185,6.0326457023620605
186,6.41453218460083
187,12.91949462890625
188,5.016754150390625
189,5.9633941650390625
190,13.557526588439941
191,14.061430931091309
192,15.600845336914062
193,14.047602653503418
194,5.683892726898193
195,8.099498748779297
196,6.454259395599365
197,9.995676040649414
198,18.176651000976562
199,0.823152482509613
200,4.839508056640625
201,3.4623055458068848
202,3.5539331436157227
203,2.171438455581665
204,2.6459343433380127
205,3.958967924118042
206,7.593907356262207
207,5.82227897644043
208,7.604085445404053
209,14.340088844299316
210,6.358931541442871
211,4.783279895782471
212,4.747312545776367
213,4.832943439483643
214,7.39300012588501
215,6.8549113273620605
216,8.046279907226562
217,15.519918441772461
218,7.940666198730469
219,12.910520553588867
220,11.725387573242188
221,3.1605210304260254
222,3.8854691982269287
223,5.6881513595581055
224,7.65662145614624
225,1.7219120264053345
226,2.103616237640381
227,4.0771074295043945
228,5.529937744140625
229,11.648323059082031
230,13.549067497253418
231,4.500252723693848
232,2.8322322368621826
233,2.491389513015747
234,6.205424785614014
235,3.2404277324676514
236,3.156557321548462
237,3.368790864944458
238,4.826652526855469
239,4.219283580780029
240,4.9786529541015625
241,3.049421548843384
242,4.490231990814209
243,5.589282989501953
244,1.6503394842147827
245,3.092041015625
246,5.242592811584473
247,3.8190319538116455
248,3.174241065979004
249,3.9212441444396973
250,0.9080368876457214
251,1.1537667512893677
252,1.8386235237121582
253,0.8732523322105408
254,1.4602042436599731
255,2.107470750808716
256,2.167351484298706
257,5.992351531982422
258,10.403042793273926
259,12.092927932739258
260,6.142651557922363
261,2.2442829608917236
262,3.7037415504455566
263,5.537555694580078
264,2.6416404247283936
265,5.518199920654297
266,7.081447124481201
267,5.887814998626709
268,6.968978404998779
269,5.229403972625732
270,4.419613361358643
271,1.1958937644958496
272,0.9105040431022644
273,2.0867271423339844
274,3.2377870082855225
275,2.0169732570648193
276,3.267925500869751
277,4.092925071716309
278,17.912036895751953
279,10.24671745300293
280,6.53498649597168
281,6.487961769104004
282,4.891669750213623
283,5.681822299957275
284,3.3351964950561523
285,3.7575221061706543
286,5.286569595336914
287,9.531464576721191
288,13.549886703491211
289,13.312098503112793
290,9.346985816955566
291,0.7014575004577637
292,0.5567083358764648
293,1.765207290649414
294,5.04862642288208
295,19.937223434448242
296,8.998298645019531
297,4.823504447937012
298,6.344183921813965
299,5.11377477645874
300,2.8325750827789307
301,8.064690589904785
302,4.4692535400390625
303,1.5852645635604858
304,1.4888975620269775
305,5.76890754699707
306,5.612429141998291
307,3.8814148902893066
308,5.262324333190918
309,3.2988288402557373
310,5.2632904052734375
311,3.8379201889038086
312,3.582118034362793
313,10.75649356842041
314,7.725335597991943
315,7.27808141708374
316,3.0524706840515137
317,3.797917604446411
318,3.5385525226593018
319,5.0238189697265625
320,4.8301472663879395
321,0.2916509211063385
322,0.11911328881978989
323,2.3698959350585938
324,2.189662456512451
325,3.0753629207611084
326,3.200019121170044
327,2.137728214263916
328,0.9995942711830139
329,1.4861050844192505
330,1.6018128395080566
331,0.7925407290458679
332,2.1152408123016357
333,2.7748918533325195
334,3.6167728900909424
335,3.7243192195892334
336,10.822165489196777
337,1.8172738552093506
338,0.2807479500770569
339,0.583946704864502
340,0.6374059915542603
341,2.329379081726074
342,0.36530470848083496
343,2.7879631519317627
344,3.505676507949829
345,0.12413175404071808
346,1.204925775527954
347,3.165335178375244
348,0.7564956545829773
349,0.0
350,0.12139730155467987
351,0.04900071769952774
352,0.31355366110801697
353,0.8135900497436523
354,0.13053284585475922
355,0.7588106989860535
356,0.3710900545120239
357,0.10946914553642273
358,0.0
359,0.7203876376152039
360,0.9478148818016052
361,2.5201284885406494
362,0.659023642539978
363,2.023625135421753
364,0.5892290472984314
365,1.319898247718811
366,0.8952372074127197
367,1.8165446519851685
368,1.4799977540969849
369,0.08091047406196594
370,1.117067575454712
371,0.5336268544197083
372,0.0
373,1.4514217376708984
374,1.2485668659210205
375,3.7405335903167725
376,0.326092392206192
377,0.23675650358200073
378,0.27576613426208496
379,0.0801238864660263
380,0.16758282482624054
381,0.17375989258289337
382,0.6374520063400269
383,1.4952857494354248
384,0.0664881020784378
385,0.5347890257835388
386,0.8314859867095947
387,1.3471148014068604
388,1.7911396026611328
389,1.8619654178619385
390,1.486499547958374
391,1.5095367431640625
392,1.8672878742218018
393,0.1730799376964569
394,0.30785274505615234
395,2.1579208374023438
396,2.1155807971954346
397,2.029761791229248
398,0.1303175836801529
399,0.5875559449195862
400,1.8747241497039795
401,4.0100884437561035
402,2.313525438308716
403,2.118281126022339
404,0.3047741651535034
405,0.95597243309021
406,0.701441764831543
407,2.2532689571380615
408,2.532555341720581
409,0.6854493021965027
410,1.5857996940612793
411,2.110060930252075
412,2.7776432037353516
413,2.2530407905578613
414,1.4030754566192627
415,2.1187663078308105
416,0.6689499616622925
417,2.164680004119873
418,2.32659912109375
419,0.704349935054779
420,0.45581185817718506
421,1.4240574836730957
422,4.2275872230529785
423,2.802772283554077
424,2.8250205516815186
425,4.879274368286133
426,3.814434289932251
427,3.760613441467285
428,2.977144956588745
429,3.0013210773468018
430,2.548431158065796
431,2.394947052001953
432,2.2115397453308105
433,3.602691888809204
434,3.2519772052764893
435,2.479712724685669
436,3.4829092025756836
437,2.6222825050354004
438,3.053877353668213
439,8.195368766784668
440,9.35818862915039
441,9.512224197387695
442,8.932323455810547
443,3.1859219074249268
444,5.015249252319336
445,5.4146809577941895
446,6.974575996398926
447,13.18992805480957
448,3.605992317199707
449,2.0643832683563232
450,2.205040454864502
451,3.0871660709381104
452,2.2963614463806152
453,1.8774724006652832
454,2.5636179447174072
455,2.5067827701568604
456,1.8809127807617188
457,1.9912546873092651
458,5.070697784423828
459,7.428766250610352
460,3.1100780963897705
461,13.303055763244629
462,3.050288438796997
463,2.7768259048461914
464,8.444711685180664
465,9.825423240661621
466,11.514598846435547
467,8.95870304107666
468,13.987653732299805
469,1.3748100996017456
470,3.3136916160583496
471,8.883869171142578
472,1.2399846315383911
473,1.589050531387329
474,2.5344583988189697
475,6.13280725479126
476,7.325116157531738
477,10.45697021484375
478,9.445323944091797
479,11.895421028137207
480,3.6455044746398926
481,6.414478778839111
482,4.492834568023682
483,4.5595703125
484,5.160924434661865
485,4.151883602142334
486,3.8822779655456543
487,8.02022933959961
488,5.104844093322754
489,2.74169921875
490,3.0171689987182617
491,1.6530355215072632
492,1.6340374946594238
493,2.387524366378784
494,3.568303108215332
495,3.552704334259033
496,4.380237579345703
497,2.079379081726074
498,9.341617584228516
499,3.202711820602417
500,3.0270376205444336
501,4.36748743057251
502,4.947229862213135
503,2.295546531677246
504,4.168603897094727
505,1.640967607498169
506,1.955352544784546
507,2.7492640018463135
508,2.303035259246826
509,4.195788383483887
510,4.805810928344727
511,5.674283027648926
512,12.081162452697754
513,0.5490407943725586
514,0.23201200366020203
515,2.972013235092163
516,1.8426156044006348
517,1.2121450901031494
518,0.6453995108604431
519,0.6527137160301208
520,0.5521619915962219
521,1.3436639308929443
522,3.001213312149048
523,5.9917683601379395
524,0.5471944808959961
525,1.170776605606079
526,0.4949979782104492
527,0.1704460233449936
528,0.0
529,0.4292442798614502
530,0.09081951528787613
531,0.6627970337867737
532,0.2675565481185913
533,1.8586809635162354
534,0.9812325835227966
535,0.7601999044418335
536,0.06972379982471466
537,0.0
538,1.2993031740188599
539,0.7145662307739258
540,2.771458625793457
541,2.3968470096588135
542,1.208997368812561
543,2.7990384101867676
544,2.9275636672973633
545,7.8055644035339355
546,6.038352966308594
547,8.830556869506836
548,12.082911491394043
549,6.079587936401367
550,3.959425210952759
551,0.9615229964256287
552,1.1897820234298706
553,0.5826600193977356
554,3.6194050312042236
555,4.162291049957275
556,6.583258628845215
557,4.494364261627197
558,4.636178970336914
559,1.2738451957702637
560,1.0798068046569824
561,0.805314838886261
562,1.0721113681793213
563,1.1969666481018066
564,1.0561140775680542
565,1.5322091579437256
566,0.8098294138908386
567,1.721232533454895
568,0.6730331182479858
569,0.6706578731536865
570,0.9440671801567078
571,0.8244531750679016
572,0.11440899223089218
573,0.7712771892547607
574,0.8081831932067871
575,0.27535006403923035
576,0.0
577,1.3344694375991821
578,2.2142183780670166
579,2.0617589950561523
580,4.218622207641602
581,1.8519349098205566
582,5.60347843170166
583,1.515995740890503
584,2.280020236968994
585,1.0921601057052612
586,1.6207889318466187
587,1.1232913732528687
588,1.6861236095428467
589,2.8259730339050293
590,7.129645824432373
591,3.8608741760253906
592,3.963747024536133
593,10.229549407958984
594,17.301794052124023
595,14.794662475585938
596,7.926712512969971
597,3.0260422229766846
598,11.987241744995117
599,8.584019660949707
600,4.874807357788086
601,3.210871696472168
602,4.304669380187988
603,4.9285454750061035
604,17.01246452331543
605,6.2600884437561035
606,6.963990688323975
607,6.61985445022583
608,10.312135696411133
609,13.546684265136719
610,25.5174503326416
611,11.625580787658691
612,11.935873985290527
613,3.9926674365997314
614,26.847591400146484
615,6.164429664611816
616,5.904870986938477
617,19.272768020629883
618,11.088995933532715
619,6.8678741455078125
620,11.564326286315918
621,11.909809112548828
622,21.11581802368164
623,10.36217212677002
624,19.23931121826172
625,19.123106002807617
626,5.6299943923950195
627,6.3012261390686035
628,8.137603759765625
629,22.401918411254883
630,5.325088024139404
631,3.582883358001709
632,3.709873914718628
633,7.543490886688232
634,6.8492937088012695
635,7.682181358337402
636,14.707677841186523
637,9.056412696838379
638,16.39603042602539
639,18.529325485229492
640,6.045240879058838
641,2.9832184314727783
642,5.957761287689209
643,16.166305541992188
644,15.443270683288574
645,5.314883708953857
646,8.671480178833008
647,5.2046332359313965
648,2.184821605682373
649,3.153653383255005
650,6.623156547546387
651,5.998964309692383
652,12.661056518554688
653,3.3445215225219727
654,7.12757682800293
655,18.945581436157227
656,12.54945182800293
657,7.166055202484131
658,10.063337326049805
659,6.312704563140869
660,6.5276947021484375
661,2.3417415618896484
662,7.310601711273193
663,8.068337440490723
664,28.082603454589844
665,15.945704460144043
666,4.077755451202393
667,2.018172264099121
668,7.494239807128906
669,6.388563632965088
670,7.691259860992432
671,28.934446334838867
672,25.456321716308594
673,26.4511775970459
674,5.386479377746582
675,3.5142245292663574
676,5.5838799476623535
677,4.31648063659668
678,5.530137538909912
679,6.941440582275391
680,2.548313856124878
681,4.067910671234131
682,3.094722270965576
683,2.6903841495513916
684,1.9321835041046143
685,6.267886161804199
686,2.2887065410614014
687,3.8129005432128906
688,3.500408887863159
689,7.5512542724609375
690,8.207396507263184
691,13.323895454406738
692,7.743338584899902
693,7.5666704177856445
694,11.361565589904785
695,16.92263412475586
696,20.39678955078125
697,18.334951400756836
698,27.9400691986084
699,13.313044548034668
700,17.589479446411133
701,15.232696533203125
702,9.687148094177246
703,5.840048313140869
704,5.733039379119873
705,21.719125747680664
706,4.491319179534912
707,1.7242164611816406
708,8.021042823791504
709,8.687106132507324
710,18.425825119018555
711,5.441446781158447
712,4.299519062042236
713,7.268095970153809
714,12.419777870178223
715,7.640687465667725
716,5.27810525894165
717,6.946442127227783
718,16.112611770629883
719,6.818057060241699
720,21.239471435546875
721,14.00063419342041
722,18.47488784790039
723,7.212986469268799
724,10.880949974060059
725,11.145155906677246
726,17.6723575592041
727,6.062145233154297
728,9.045060157775879
729,9.80749225616455
730,17.421804428100586
731,11.269582748413086
732,17.29330062866211
733,14.151808738708496
734,6.067556858062744
735,6.548460006713867
736,12.090288162231445
737,9.782553672790527
738,11.484325408935547
739,7.965664386749268
740,1.875736951828003
741,3.92342472076416
742,6.066400527954102
743,11.273259162902832
744,12.163118362426758
745,11.380448341369629
746,2.514357566833496
747,2.0808794498443604
748,6.810906410217285
749,2.702955484390259
750,2.5163068771362305
751,4.6292338371276855
752,6.760046005249023
753,4.1636881828308105
754,1.8626261949539185
755,3.104856491088867
756,2.220494508743286
757,5.444904327392578
758,18.5571346282959
759,8.367781639099121
760,15.916165351867676
761,26.309921264648438
762,23.956073760986328
763,7.624484062194824
764,7.244563579559326
765,8.309847831726074
766,7.630897521972656
767,3.7626678943634033
768,2.4296016693115234
769,2.2091474533081055
770,8.06035327911377
771,6.514604091644287
772,4.930381774902344
773,6.374637603759766
774,7.361883163452148
775,6.834906578063965
776,5.303808689117432
777,7.300820350646973
778,5.016818523406982
779,5.671456336975098
780,22.109771728515625
781,18.39826774597168
782,14.575478553771973
783,11.172471046447754
784,10.66463565826416
785,7.243673801422119
786,1.4065639972686768
787,0.8047083020210266
788,12.706417083740234
789,18.019145965576172
790,15.410314559936523
791,17.874101638793945
792,5.933933734893799
793,0.7524374723434448
794,0.6256663203239441
795,3.5641109943389893
796,15.010692596435547
797,13.655402183532715
798,5.208148956298828
799,4.046419620513916
800,1.1081904172897339
801,1.1996122598648071
802,11.458855628967285
803,3.50889253616333
804,3.348288059234619
805,7.090541362762451
806,13.643614768981934
807,12.266889572143555
808,6.2619404792785645
809,6.157938480377197
810,11.153944969177246
811,11.749512672424316
812,7.870083332061768
813,18.0573673248291
814,10.535604476928711
815,12.483579635620117
816,5.3069233894348145
817,12.473904609680176
818,6.720733642578125
819,4.479579448699951
820,4.388114929199219
821,1.889029860496521
822,0.1902119368314743
823,0.4083957076072693
824,3.01739501953125
825,4.690456867218018
826,12.462198257446289
827,4.405058860778809
828,1.267379641532898
829,0.6965100169181824
830,0.0
831,2.3532307147979736
832,5.875430107116699
833,6.5287346839904785
834,15.077237129211426
835,5.864908695220947
836,4.490843296051025
837,8.614251136779785
838,1.3181893825531006
839,0.07544755935668945
840,0.8256375193595886
841,3.547872543334961
842,13.228434562683105
843,0.5494780540466309
844,7.795536518096924
845,0.9075828194618225
846,0.8113186359405518
847,0.3135998249053955
848,2.8613243103027344
849,4.411374568939209
850,3.352191686630249
851,1.2778578996658325
852,0.28252971172332764
853,1.5359981060028076
854,0.4842488765716553
855,0.0
856,1.4555127620697021
857,0.8351818323135376
858,0.34904593229293823
859,0.7770945429801941
860,3.425065279006958
861,5.926765441894531
862,4.326811790466309
863,3.127901315689087
864,7.37305212020874
865,1.8852758407592773
866,0.0
867,0.32096314430236816
868,2.8604319095611572
869,2.423456907272339
870,0.6305052638053894
871,0.09141923487186432
872,4.998695373535156
873,5.349541664123535
874,6.693068504333496
875,6.557629585266113
876,12.714285850524902
877,6.3438029289245605
878,1.7643966674804688
879,1.1232503652572632
880,1.446920394897461
881,0.45943683385849
882,0.2761707901954651
883,1.6242680549621582
884,0.8142104744911194
885,0.19412951171398163
886,2.4103212356567383
887,1.1070075035095215
888,4.086765766143799
889,0.0
890,0.0
891,0.0891660749912262
892,2.7085554599761963
893,3.257753849029541
894,1.0847915410995483
895,1.2055375576019287
896,1.3512228727340698
897,1.7018284797668457
898,3.1559677124023438
899,5.055440425872803
900,7.242633819580078
